	-0.577820537	0.00263334815	0.7	0.5
	-0.605625157	0.00275577722	0.7	0.505
	-0.630243428	0.00221651196	0.7	0.51
	-0.651833649	0.0019983993	0.7	0.515
	-0.669327659	0.00196080464	0.7	0.52
	-0.683662398	0.00220761612	0.7	0.525
	-0.70347338	0.00187813489	0.7	0.53
	-0.715633047	0.00189341032	0.7	0.535
	-0.731173823	0.00162133714	0.7	0.54
	-0.74216702	0.00175122949	0.7	0.545
	-0.751685379	0.00145933144	0.7	0.55
	-0.761039643	0.00137823044	0.7	0.555
	-0.771415396	0.00133403669	0.7	0.56
	-0.781578534	0.00142213473	0.7	0.565
	-0.788338455	0.00127694159	0.7	0.57
	-0.793274728	0.00137154847	0.7	0.575
	-0.799789948	0.00130842105	0.7	0.58
	-0.804070838	0.00123011206	0.7	0.585
	-0.808934144	0.00113989465	0.7	0.59
	-0.81035344	0.0012388898	0.7	0.595
	-0.81421188	0.001137402	0.7	0.6
	-0.816578679	0.00108283664	0.7	0.605
	-0.818903867	0.00104963251	0.7	0.61
	-0.819891466	0.00106364804	0.7	0.615
	-0.82007679	0.00114758591	0.7	0.62
	-0.819776675	0.00110796683	0.7	0.625
	-0.8203766	0.00110638182	0.7	0.63
	-0.819324712	0.00103568068	0.7	0.635
	-0.819142369	0.00112019796	0.7	0.64
	-0.817241425	0.00110040146	0.7	0.645
	-0.815183987	0.00130378257	0.7	0.65
	-0.813712334	0.00122819472	0.7	0.655
	-0.811755294	0.00111972184	0.7	0.66
	-0.808191811	0.00139141245	0.7	0.665
	-0.805247615	0.00128618803	0.7	0.67
	-0.803015114	0.0015257657	0.7	0.675
	-0.798897953	0.00149282316	0.7	0.68
	-0.79734621	0.00124276072	0.7	0.685
	-0.79019896	0.00158155167	0.7	0.69
	-0.785407716	0.00158897025	0.7	0.695
	-0.584486865	0.00253501473	0.705	0.5
	-0.610625959	0.00258711418	0.705	0.505
	-0.635189465	0.00221331466	0.705	0.51
	-0.65123137	0.00228954207	0.705	0.515
	-0.670731917	0.00204897631	0.705	0.52
	-0.688520244	0.00208071196	0.705	0.525
	-0.707415179	0.00206511876	0.705	0.53
	-0.720190435	0.00189838808	0.705	0.535
	-0.733470144	0.00168335858	0.705	0.54
	-0.749514297	0.00160808534	0.705	0.545
	-0.759448043	0.00149684366	0.705	0.55
	-0.769249232	0.00136356514	0.705	0.555
	-0.776909083	0.00161665751	0.705	0.56
	-0.784529559	0.00163739551	0.705	0.565
	-0.793621661	0.00132250925	0.705	0.57
	-0.799179916	0.00126864402	0.705	0.575
	-0.804342136	0.00123524188	0.705	0.58
	-0.810950177	0.00111353255	0.705	0.585
	-0.813526108	0.00120740904	0.705	0.59
	-0.818936162	0.0011466716	0.705	0.595
	-0.82031773	0.00125836374	0.705	0.6
	-0.822511189	0.00118345392	0.705	0.605
	-0.824998578	0.00108437029	0.705	0.61
	-0.826950008	0.0011327943	0.705	0.615
	-0.82777833	0.00107630664	0.705	0.62
	-0.828507486	0.0010286024	0.705	0.625
	-0.826666243	0.0011453058	0.705	0.63
	-0.824611485	0.00110382659	0.705	0.635
	-0.82347847	0.00119749793	0.705	0.64
	-0.823434645	0.00123252863	0.705	0.645
	-0.820399445	0.00139731835	0.705	0.65
	-0.820748957	0.00122511727	0.705	0.655
	-0.817397918	0.00111673026	0.705	0.66
	-0.815124272	0.00125231515	0.705	0.665
	-0.811750329	0.00126876314	0.705	0.67
	-0.808251556	0.00133221344	0.705	0.675
	-0.802978539	0.00147320599	0.705	0.68
	-0.800063537	0.0013795482	0.705	0.685
	-0.794166366	0.00163372229	0.705	0.69
	-0.790090182	0.0017854967	0.705	0.695
	-0.583931051	0.00288168275	0.71	0.5
	-0.609293526	0.0022956037	0.71	0.505
	-0.63664695	0.00243818343	0.71	0.51
	-0.65452591	0.00241512645	0.71	0.515
	-0.674626755	0.00213193526	0.71	0.52
	-0.692466429	0.00196614905	0.71	0.525
	-0.712309039	0.00180518424	0.71	0.53
	-0.723725487	0.00174102837	0.71	0.535
	-0.741743644	0.0016906272	0.71	0.54
	-0.753454211	0.00162350992	0.71	0.545
	-0.764913201	0.00157887256	0.71	0.55
	-0.773024984	0.0014528172	0.71	0.555
	-0.783815983	0.00144094621	0.71	0.56
	-0.792450695	0.00139626911	0.71	0.565
	-0.801091638	0.00125863631	0.71	0.57
	-0.807866739	0.0012718915	0.71	0.575
