1	28.7715853
2	28.1937316
3	27.7017421
4	26.6498014
5	26.0206978
6	25.9683419
7	25.4854962
8	24.331921
9	23.8029095
10	23.6071228
11	22.8823806
12	22.8823806
13	20.6712516
14	19.549847
15	19.549847
16	21.4161588
17	20.1501047
18	20.0942372
19	19.5562608
20	19.5602859
21	19.4677919
22	19.4677919
23	19.3185516
24	19.3185516
25	18.8269152
26	18.2281534
27	18.2281534
28	18.2281534
29	17.5399568
30	17.5399568
31	17.5399568
32	17.5399568
33	17.0881863
34	17.0881863
35	17.4246473
36	14.7634801
37	15.5746897
38	16.115698
39	14.7903205
40	14.7903205
41	15.5052835
42	15.2458124
43	15.0803617
44	14.3476779
45	14.3476779
46	14.261396
47	14.3476779
48	14.2863431
49	14.2863431
50	14.2863431
51	12.4071327
52	12.4071327
53	12.345798
54	12.345798
55	12.345798
56	12.4071327
57	12.345798
58	12.345798
59	12.345798
60	12.345798
61	14.1705352
62	12.2124462
63	12.2124462
64	12.2124462
65	12.2124462
66	12.2124462
67	12.2124462
68	11.5860586
69	11.5860586
70	11.5860586
71	12.1734457
72	11.5097982
73	11.5097982
74	11.5080163
75	11.5080163
76	11.5080163
77	11.5080163
78	11.5080163
79	11.5080163
80	11.5080163
81	10.8224568
82	10.8224568
83	10.8224568
84	10.8224568
85	10.8224568
86	10.8224568
87	10.8224568
88	10.8224568
89	10.8224568
90	10.8224568
91	10.8224568
92	10.8224568
93	10.8224568
94	10.8224568
95	10.8224568
96	10.8224568
97	10.8224568
98	10.8224568
99	10.8224568
100	10.8224568
101	10.8224568
102	10.8224568
103	10.8224568
104	10.8224568
105	10.8224568
106	10.8224568
107	10.8224568
108	10.8224568
109	10.8224568
110	10.8224568
111	10.8224568
112	10.8224568
113	10.8224568
114	10.8224568
115	10.8224568
116	10.8224568
117	10.8224568
118	10.8224568
119	10.8224568
120	10.8224568
121	10.8224568
122	10.8224568
123	10.8224568
124	10.8224568
125	10.8224568
126	10.8224568
127	10.7763154
128	10.7763154
129	10.7763154
130	10.7763154
131	10.7763154
132	10.7763154
133	10.7763154
134	10.7763154
135	10.6196821
136	11.3770617
