0	-3.96	0
1	-3.88	0
2	-3.8	0
3	-3.72	0
4	-3.64	0
5	-3.56	0
6	-3.48	0
7	-3.4	0
8	-3.32	0
9	-3.24	0
10	-3.16	0
11	-3.08	0
12	-3	0
13	-2.92	1.875e-05
14	-2.84	0
15	-2.76	3.75e-05
16	-2.68	3.75e-05
17	-2.6	6.875e-05
18	-2.52	0.0001125
19	-2.44	0.00025
20	-2.36	0.00056875
21	-2.28	0.001225
22	-2.2	0.0023375
23	-2.12	0.004125
24	-2.04	0.007375
25	-1.96	0.012125
26	-1.88	0.0183625
27	-1.8	0.02839375
28	-1.72	0.0444125
29	-1.64	0.064025
30	-1.56	0.0872625
31	-1.48	0.121375
32	-1.4	0.154125
33	-1.32	0.1970375
34	-1.24	0.24358125
35	-1.16	0.28250625
36	-1.08	0.327425
37	-1	0.36593125
38	-0.92	0.39146875
39	-0.84	0.40993125
40	-0.76	0.413975
41	-0.68	0.4172875
42	-0.6	0.40315625
43	-0.52	0.38600625
44	-0.44	0.36170625
45	-0.36	0.33709375
46	-0.28	0.31213125
47	-0.2	0.297125
48	-0.12	0.28436875
49	-0.04	0.27834375
50	0.04	0.27425625
51	0.12	0.28305625
52	0.2	0.29618125
53	0.28	0.3130375
54	0.36	0.3381
55	0.44	0.36089375
56	0.52	0.3827125
57	0.6	0.39891875
58	0.68	0.4126875
59	0.76	0.41751875
60	0.84	0.4100875
61	0.92	0.39311875
62	1	0.36554375
63	1.08	0.32593125
64	1.16	0.2854875
65	1.24	0.24358125
66	1.32	0.1976125
67	1.4	0.15645625
68	1.48	0.11749375
69	1.56	0.08935625
70	1.64	0.06146875
71	1.72	0.0448375
72	1.8	0.02968125
73	1.88	0.019125
74	1.96	0.01215625
75	2.04	0.006675
76	2.12	0.0038125
77	2.2	0.00251875
78	2.28	0.00130625
79	2.36	0.0006
80	2.44	0.000325
81	2.52	5e-05
82	2.6	6.25e-05
83	2.68	1.25e-05
84	2.76	1.875e-05
85	2.84	0
86	2.92	6.25e-06
87	3	0
88	3.08	0
89	3.16	0
90	3.24	0
91	3.32	0
92	3.4	0
93	3.48	0
94	3.56	0
95	3.64	0
96	3.72	0
97	3.8	0
98	3.88	0
99	3.96	0
