1	37.3811729
2	34.8494253
3	34.1796851
4	32.8302254
5	30.9785878
6	30.4577
7	29.9791689
8	29.9575312
9	29.9824266
10	28.6692155
11	27.8977239
12	27.5214062
13	26.7620957
14	26.4580629
15	26.3179258
16	26.1130114
17	26.150048
18	25.2524615
19	24.0544321
20	23.5759447
21	23.8565965
22	22.9351002
23	22.462037
24	21.9978839
25	21.3760436
26	21.5663314
27	20.8189449
28	20.2189287
29	20.5834899
30	20.5235914
31	20.7261956
32	20.7756532
33	20.7725068
34	21.1680864
35	19.9041408
36	19.5132707
37	19.0579299
38	18.135963
39	17.9841229
40	17.8367766
41	17.7215241
42	18.0059279
43	16.9255204
44	17.3142091
45	16.8482975
46	16.2954603
47	15.6544044
48	16.1721312
49	15.8470116
50	15.6100746
51	15.24834
52	14.636331
53	14.8289807
54	14.9042704
55	15.7525842
56	15.2537731
57	15.747117
58	15.6487882
59	16.4723191
60	16.3356825
61	16.2057887
62	15.7240749
63	14.3224278
64	14.2798195
65	14.3898074
66	15.0155913
67	13.9268638
68	12.3523661
69	11.8660848
70	13.1222579
71	11.8670686
72	11.1911115
73	11.6977168
74	11.5272058
75	11.5776306
76	12.0365588
77	12.4212247
78	12.4041591
79	11.1122315
80	11.3368963
81	10.5309483
82	10.1206161
83	11.1759735
84	11.1351778
85	10.6928049
86	10.4011718
87	11.1720547
88	10.656396
89	10.2423395
90	10.6423964
91	10.3115005
92	10.2495396
93	9.92499484
94	9.76342989
95	9.79618152
96	9.99471795
97	9.27706671
98	8.9930306
99	9.87514024
100	9.07606816
101	8.99082662
102	9.8326842
103	9.42520778
104	10.693105
105	10.0327785
106	10.3847398
107	9.29249037
108	9.14532647
109	8.68931311
110	8.3910345
111	8.45133941
112	9.09339025
113	8.58781962
114	8.62498468
115	9.70786068
116	8.89765083
117	9.61329295
118	8.79370041
119	9.42281471
120	9.73740063
121	8.9727641
122	9.37912067
123	9.96629766
124	10.5035465
125	10.1333439
126	10.9678335
127	10.4237317
128	10.8499194
129	10.8778076
130	11.6845803
131	11.1755082
132	10.4671225
133	9.79550975
134	9.92885395
135	10.8029574
136	10.0953069
137	11.7053376
138	9.42181168
139	9.39570192
