0 -0.756517 0.0077861
1 -0.769668 0.00689996
2 -0.77742 0.0056839
3 -0.77204 0.00685987
4 -0.773531 0.00952126
5 -0.776278 0.00765839
6 -0.777989 0.0062215
7 -0.783768 0.00533493
8 -0.790912 0.00699683
9 -0.80015 0.00656462
10 -0.800268 0.00478121
11 -0.800964 0.00464827
12 -0.795401 0.00584409
13 -0.783932 0.00856683
14 -0.783083 0.00678599
15 -0.786444 0.00641608
16 -0.790456 0.00628063
17 -0.788283 0.00643385
18 -0.783822 0.0050264
19 -0.774781 0.00900909
20 -0.775308 0.00864423
21 -0.776514 0.00826807
22 -0.770192 0.00900055
23 -0.770645 0.00757586
24 -0.774954 0.00949382
25 -0.775817 0.00813061
26 -0.777748 0.00731146
27 -0.784207 0.00686531
28 -0.782366 0.00735151
29 -0.781824 0.00857674
30 -0.782885 0.00823572
31 -0.776989 0.00755686
32 -0.78394 0.0066147
33 -0.784297 0.00679024
34 -0.786955 0.00419136
35 -0.788323 0.00465005
36 -0.79326 0.00522406
37 -0.784818 0.0051949
38 -0.786063 0.00462494
39 -0.78573 0.00535521
40 -0.778624 0.00591215
41 -0.77436 0.00644278
42 -0.778963 0.00550594
43 -0.779884 0.006718
44 -0.792626 0.00637344
45 -0.787876 0.00653127
46 -0.7861 0.00493879
47 -0.78504 0.00623579
48 -0.78114 0.006873
49 -0.792943 0.00593557
50 -0.782935 0.00536499
51 -0.788492 0.00608092
52 -0.794874 0.00440119
53 -0.788482 0.00511682
54 -0.792854 0.0060339
55 -0.792805 0.00617759
56 -0.791928 0.00577063
57 -0.793303 0.00465239
58 -0.788249 0.00669055
59 -0.791755 0.00563851
60 -0.791852 0.00573519
61 -0.790465 0.00521643
62 -0.779341 0.00530264
63 -0.781899 0.00653785
64 -0.781784 0.00505538
65 -0.77713 0.00490769
66 -0.779857 0.00407133
67 -0.786078 0.00537547
68 -0.778028 0.00489553
69 -0.779982 0.00463012
70 -0.78243 0.00559153
71 -0.784474 0.00614624
72 -0.779812 0.00630582
73 -0.781133 0.00389793
74 -0.784553 0.00410821
75 -0.784565 0.00479743
76 -0.785107 0.00487325
77 -0.780515 0.0068246
78 -0.781806 0.00537798
79 -0.777531 0.00507383
80 -0.781984 0.0048002
81 -0.780563 0.00488545
82 -0.78205 0.00461489
83 -0.782015 0.00480586
84 -0.779767 0.00456874
85 -0.779588 0.00498565
86 -0.777524 0.00575094
87 -0.780568 0.00626787
88 -0.782466 0.00615708
89 -0.783071 0.00543113
90 -0.782012 0.00449212
91 -0.782369 0.00366776
92 -0.784349 0.00534117
93 -0.780495 0.00526863
94 -0.785034 0.00555377
95 -0.77828 0.0065538
96 -0.784417 0.0058331
97 -0.780106 0.00369542
98 -0.777819 0.00475474
99 -0.783115 0.00545806
100 -0.782062 0.00557835
101 -0.787546 0.00594317
102 -0.784038 0.00509282
103 -0.778585 0.00532813
104 -0.789857 0.00561874
105 -0.781398 0.00558686
106 -0.782036 0.00693636
107 -0.778354 0.00710079
108 -0.779039 0.00626939
109 -0.781948 0.00605851
110 -0.779243 0.00717327
111 -0.774262 0.00621305
112 -0.778431 0.00607823
113 -0.779679 0.00527375
114 -0.786962 0.00510518
115 -0.787034 0.0050828
116 -0.782052 0.00404097
117 -0.786308 0.00682216
118 -0.788238 0.00520796
119 -0.789865 0.00566256
120 -0.796474 0.00526161
121 -0.791606 0.00522191
122 -0.788224 0.00581637
123 -0.780666 0.00465795
124 -0.778219 0.00505447
125 -0.776579 0.00587975
126 -0.77738 0.00582272
127 -0.784965 0.00409191
128 -0.780718 0.00436479
129 -0.775985 0.00423731
130 -0.780236 0.00455438
131 -0.78759 0.00541148
132 -0.785843 0.00532528
133 -0.784579 0.00562076
134 -0.78353 0.00401568
135 -0.785183 0.00380442
136 -0.780897 0.00410728
137 -0.777151 0.00451666
138 -0.774289 0.00413912
139 -0.775716 0.00445275
140 -0.780185 0.00488711
141 -0.785516 0.00422507
142 -0.780021 0.00591599
143 -0.778126 0.00449634
144 -0.783971 0.00501288
145 -0.785188 0.00468771
146 -0.78512 0.00505853
147 -0.785093 0.005551
148 -0.788243 0.00448776
149 -0.786105 0.00514974
150 -0.785668 0.00510434
151 -0.792907 0.00560105
152 -0.79017 0.00504073
153 -0.784367 0.00498117
154 -0.788831 0.0052675
155 -0.785893 0.00491007
156 -0.783395 0.00419103
157 -0.788691 0.00412693
158 -0.782907 0.00466124
159 -0.782408 0.00530789
160 -0.781571 0.00470318
161 -0.780498 0.00322615
162 -0.785282 0.00511948
163 -0.787162 0.00654938
164 -0.791258 0.0060383
165 -0.783538 0.00711835
166 -0.783772 0.00585353
167 -0.784207 0.00461604
168 -0.786822 0.00587893
169 -0.789632 0.00663646
170 -0.797979 0.0069706
171 -0.795236 0.00592378
172 -0.796565 0.00585244
173 -0.78664 0.00548135
174 -0.786822 0.00447531
175 -0.783567 0.00387162
176 -0.790148 0.00483966
177 -0.791381 0.00461798
178 -0.78582 0.00701593
179 -0.78481 0.00721457
180 -0.786566 0.00619688
181 -0.786797 0.0071778
182 -0.792729 0.00578377
183 -0.792923 0.00500821
184 -0.788374 0.00473873
185 -0.784781 0.00436601
186 -0.795113 0.00450296
187 -0.788638 0.00457744
188 -0.789647 0.00467334
189 -0.78587 0.00474967
190 -0.784281 0.00455847
191 -0.780832 0.00447594
192 -0.784552 0.00245549
193 -0.78968 0.0033809
194 -0.788904 0.00459269
195 -0.786731 0.00421933
196 -0.78625 0.00519486
197 -0.791306 0.00517051
198 -0.785977 0.00700132
199 -0.787246 0.00522448
200 -0.781489 0.00485642
201 -0.79197 0.00425105
